report_id,site,narrative
OIL-2026-00488,Refinery Unit B,Contractor found entering restricted Lifting Operations area without a valid permit. Escorted out and work stopped. The contractor was late to the shift.
OIL-2026-00489,Drilling Rig Delta,Trench collapsed during Lifting Operations excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-00490,Refinery Unit B,Contractor found entering restricted Confined Space area without a valid permit. Escorted out and work stopped.
OIL-2026-00491,Drilling Rig Delta,"Worker reported feeling unwell after Confined Space. Might be related, might be food poisoning. It was raining heavily at the time."
OIL-2026-00492,Refinery Unit B,"Hydraulic hose burst during Dropped Objects, spraying fluid across the deck. Operator was wearing face shield, no injury. Lunch had just finished."
OIL-2026-00493,Terminal Operations,Contractor reminded to use three points of contact on stairs near Fire unit.
OIL-2026-00494,Offshore Platform Alpha,The gauge looked weird during Lifting Operations. We left it alone.
OIL-2026-00495,Offshore Platform Alpha,Major hydrocarbon gas release during Working at Height. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-00496,Offshore Platform Alpha,Worker observed not wearing full PPE during Minor maintenance issues in the safe zone. Reminded and complied.
OIL-2026-00497,Offshore Platform Alpha,Minor oil weepage noticed on valve body during Minor maintenance issues. Cleaned and tightened.
OIL-2026-00498,Offshore Platform Alpha,Worker fell 5 meters during Hot Work because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00499,Offshore Platform Alpha,Someone said the pressure was high during Simultaneous Operations. Need to investigate further.
OIL-2026-00500,Drilling Rig Delta,"Crane slewed unexpectedly during Overpressure, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-00501,Offshore Platform Alpha,Completed daily Confined Space checks. All parameters normal.
OIL-2026-00502,Pipeline Sector 4,Received report of incident during Housekeeping. Could not verify details.
OIL-2026-00503,Refinery Unit B,Major hydrocarbon gas release during Hydrocarbon Leaks. Cloud drifted towards hot work area. Emergency shutdown activated immediately. I didn't have my glasses on but I saw it happen.
OIL-2026-00504,Pipeline Sector 4,Completed daily Hydrocarbon Leaks checks. All parameters normal.
OIL-2026-00505,Refinery Unit B,"Vehicle struck a pedestrian crossing the yard during Vehicle Movement. Severe trauma sustained, medevac initiated."
OIL-2026-00506,Drilling Rig Delta,Received report of incident during Overpressure. Could not verify details.
OIL-2026-00507,Drilling Rig Delta,"Catastrophic failure of lifting gear during Gas Releases. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-00508,Pipeline Sector 4,"Crane slewed unexpectedly during Hot Work, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-00509,Refinery Unit B,"Vehicle struck a pedestrian crossing teh yard during Lifting Operations. Severe trauma sustained, medevac initiated."
OIL-2026-00510,Drilling Rig Delta,Arc flash occurred during Housekeeping in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-00511,Maintenance Yard,Found some fluid on teh deck near Hot Work. Not sure if water or oil. The shift ws almost over.
OIL-2026-00512,Pipeline Sector 4,"Loud bang heard near Lifting Operations unit, but no damage found and no one saw anything."
OIL-2026-00513,Refinery Unit B,Scaffold tag was red but workers were seen preparing for Gas Releases on it. Intervened before access.
OIL-2026-00514,Terminal Operations,Received report of incident during Minor maintenance issues. Could not verify details. Lunch had just finished.
OIL-2026-00515,Terminal Operations,Handrail paint was peeling near the PPE observations sector. Maintenance request submitted.
OIL-2026-00516,Drilling Rig Delta,Worker observed not wearing full PPE during Hot Work in the safe zone. Reminded and complied. Radio comms were a bit staticky.
OIL-2026-00517,Pipeline Sector 4,Scaffold tag was red but workers were seen preparing for Vehicle Movement on it. Intervened before access. The supervisor was not present.
OIL-2026-00518,Pipeline Sector 4,Contractor found entering restricted Hydrocarbon Leaks area without a valid permit. Escorted out and work stopped.
OIL-2026-00519,Offshore Platform Alpha,"Vehicle struck a pedestrian crossing teh yard during PPE observations. Severe trauma sustained, medevac initiated."
OIL-2026-00520,Pipeline Sector 4,"Catastrophic failure of lifting gear during Lifting Operations. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew. The supervisor was not present."
OIL-2026-00521,Offshore Platform Alpha,Completed daily Confined Space checks. All parameters normal.
OIL-2026-00522,Refinery Unit B,"Loud bang heard near Confined Space unit, but no damage found and no one saw anything."
OIL-2026-00523,Maintenance Yard,Received report of incident during Gas Releases. Could not verify details. I didn't have my glasses on but I saw it happen.
OIL-2026-00524,Refinery Unit B,Slight trip hazard identified at Process Upsets location due to uneven grating. Marked with high-viz tape. The shift was almost over.
OIL-2026-00525,Maintenance Yard,Major hydrocarbon gas release during Chemical Exposure. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-00526,Pipeline Sector 4,Contractor found entering restricted Excavation area without a valid permit. Escorted out and work stopped.
OIL-2026-00527,Maintenance Yard,"Worker reported feeling unwell after Chemical Exposure. Might be related, might be food poisoning. The supervisor was not present."
OIL-2026-00528,Terminal Operations,Contractor dropped something during PPE observations. Didn't see what it was. The shift was almost over.
OIL-2026-00529,Pipeline Sector 4,Handrail paint was peeling near the Simultaneous Operations sector. Maintenance request submitted.
OIL-2026-00530,Terminal Operations,Handrail paint ws peeling near teh Working at Height sector. Maintenance request submitted.
OIL-2026-00531,Refinery Unit B,Found some fluid on the deck near Simultaneous Operations. Not sure if water or oil.
OIL-2026-00532,Drilling Rig Delta,Worker fell 5 meters during Hot Work because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00533,Terminal Operations,Found some fluid on the deck near Excavation. Not sure if water or oil.
OIL-2026-00534,Drilling Rig Delta,Worker fell 5 meters during Dropped Objects because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00535,Maintenance Yard,"While performing Minor maintenance issues, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-00536,Pipeline Sector 4,"Crane slewed unexpectedly during Minor maintenance issues, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-00537,Refinery Unit B,Worker bypassed machine guard during Dropped Objects to clear a jam. Equipment was still energized. Intervened and applied LOTO. It was raining heavily at the time.
OIL-2026-00538,Refinery Unit B,Received report of incident during Simultaneous Operations. Could not verify details.
OIL-2026-00539,Refinery Unit B,Handrail paint was peeling near the Dropped Objects sector. Maintenance request submitted. Lunch had just finished.
OIL-2026-00540,Drilling Rig Delta,Major hydrocarbon gas release during Housekeeping. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-00541,Refinery Unit B,Handrail paint was peeling near the Hot Work sector. Maintenance request submitted.
OIL-2026-00542,Maintenance Yard,Worker bypassed machine guard during Overpressure to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-00543,Refinery Unit B,Scaffold tag was red but workers were seen preparing for Routine inspections on it. Intervened before access.
OIL-2026-00544,Maintenance Yard,Minor oil weepage noticed on valve body during Hydrocarbon Leaks. Cleaned and tightened. It was raining heavily at the time.
OIL-2026-00545,Maintenance Yard,"During routine Minor maintenance issues inspection, noticed minor debris which was cleared immediately. We had a safety meeting about this just yesterday."
OIL-2026-00546,Drilling Rig Delta,Received report of incident during Minor maintenance issues. Could not verify details.
OIL-2026-00547,Drilling Rig Delta,Someone said the pressure was high during Fire. Need to investigate further. The contractor was late to the shift.
OIL-2026-00548,Offshore Platform Alpha,Worker bypassed machine guard during Gas Releases to clear a jam. Equipment was still energized. Intervened and applied LOTO. The supervisor was not present.
OIL-2026-00549,Refinery Unit B,"During routine Hot Work inspection, noticed minor debris which was cleared immediately. I didn't have my glasses on but I saw it happen."
OIL-2026-00550,Pipeline Sector 4,Arc flash occurred during Simultaneous Operations in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-00551,Pipeline Sector 4,"Vehicle struck a pedestrian crossing the yard during Minor maintenance issues. Severe trauma sustained, medevac initiated."
OIL-2026-00552,Offshore Platform Alpha,Someone said the pressure was high during Energy Isolation / LOTO. Need to investigate further. Radio comms were a bit staticky.
OIL-2026-00553,Offshore Platform Alpha,Minor oil weepage noticed on valve body during Process Upsets. Cleaned and tightened.
OIL-2026-00554,Drilling Rig Delta,Slight trip hazard identified at Routine inspections location due to uneven grating. Marked with high-viz tape.
OIL-2026-00555,Refinery Unit B,"Loud bang heard near Overpressure unit, but no damage found and no one saw anything. We had a safety meeting about this just yesterday."
OIL-2026-00556,Refinery Unit B,Contractor reminded to use three points of contact on stairs near PPE observations unit.
OIL-2026-00557,Offshore Platform Alpha,Found some fluid on the deck near Process Upsets. Not sure if water or oil.
OIL-2026-00558,Maintenance Yard,Worker observed not wearing full PPE during Overpressure in the safe zone. Reminded and complied.
OIL-2026-00559,Offshore Platform Alpha,"During routine Hot Work inspection, noticed minor debris which was cleared immediately."
OIL-2026-00560,Drilling Rig Delta,Routine Hot Work completed without any safety incidents.
OIL-2026-00561,Pipeline Sector 4,Fire extinguisher tag missing in the PPE observations zone. Replaced by safety officer. The shift was almost over.
OIL-2026-00562,Maintenance Yard,"Worker reported feeling unwell after Electrical Hazards. Might be related, might be food poisoning."
OIL-2026-00563,Pipeline Sector 4,Received report of incident during Hot Work. Could not verify details.
OIL-2026-00564,Maintenance Yard,Worker fell 5 meters during Minor maintenance issues because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00565,Terminal Operations,Slight trip hazard identified at PPE observations location due to uneven grating. Marked with high-viz tape.
OIL-2026-00566,Maintenance Yard,Found some fluid on the deck near Energy Isolation / LOTO. Not sure if water or oil.
OIL-2026-00567,Refinery Unit B,"During Routine inspections, LEL alarms triggered at 10%. Work stopped and area ventilated. I didn't have my glasses on but I saw it happen."
OIL-2026-00568,Pipeline Sector 4,Worker fell 5 meters during Vehicle Movement because harness lanyard snapped. Rushed to medical bay with suspected fractures. The contractor was late to the shift.
OIL-2026-00569,Drilling Rig Delta,Contractor dropped something during Lifting Operations. Didn't see what it was.
OIL-2026-00570,Terminal Operations,"Catastrophic failure of lifting gear during Confined Space. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-00571,Drilling Rig Delta,Arc flash occurred during Housekeeping in teh main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-00572,Maintenance Yard,Small localized smoldering fire observed during Housekeeping hot work. Extinguished immediately with local fire watch. Lunch had just finished.
OIL-2026-00573,Terminal Operations,"Hydraulic hose burst during Hot Work, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-00574,Maintenance Yard,Arc flash occurred during Fire in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-00575,Maintenance Yard,"During Energy Isolation / LOTO, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-00576,Drilling Rig Delta,"While performing Process Upsets, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-00577,Terminal Operations,Someone said teh pressure ws high during Simultaneous Operations. Need to investigate further.
OIL-2026-00578,Terminal Operations,Worker observed not wearing full PPE during Simultaneous Operations in the safe zone. Reminded and complied.
OIL-2026-00579,Drilling Rig Delta,Major hydrocarbon gas release during Electrical Hazards. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-00580,Pipeline Sector 4,"Loud bang heard near Electrical Hazards unit, but no damage found and no one saw anything."
OIL-2026-00581,Terminal Operations,"Catastrophic failure of lifting gear during Fire. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-00582,Maintenance Yard,"During Process Upsets, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-00583,Offshore Platform Alpha,Contractor dropped something during Vehicle Movement. Didn't see what it was.
OIL-2026-00584,Maintenance Yard,Walkway obstructed by empty pallets near Fire area. Removed by housekeeping.
OIL-2026-00585,Pipeline Sector 4,"During routine Hot Work inspection, noticed minor debris which was cleared immediately."
OIL-2026-00586,Terminal Operations,Found some fluid on the deck near Simultaneous Operations. Not sure if water or oil.
OIL-2026-00587,Maintenance Yard,Contractor found entering restricted Confined Space area without a valid permit. Escorted out and work stopped. It was raining heavily at the time.
OIL-2026-00588,Terminal Operations,Worker fell 5 meters during Vehicle Movement because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00589,Drilling Rig Delta,"While performing Housekeeping, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-00590,Maintenance Yard,The gauge looked weird during Lifting Operations. We left it alone. It was raining heavily at the time.
OIL-2026-00591,Pipeline Sector 4,"Vehicle struck a pedestrian crossing the yard during Hydrocarbon Leaks. Severe trauma sustained, medevac initiated."
OIL-2026-00592,Drilling Rig Delta,Arc flash occurred during Fire in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-00593,Drilling Rig Delta,Small localized smoldering fire observed during Routine inspections hot work. Extinguished immediately with local fire watch.
OIL-2026-00594,Terminal Operations,Trench collapsed during Fire excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-00595,Terminal Operations,"Hydraulic hose burst during Simultaneous Operations, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-00596,Terminal Operations,"Vehicle struck a pedestrian crossing the yard during Chemical Exposure. Severe trauma sustained, medevac initiated."
OIL-2026-00597,Maintenance Yard,Contractor dropped something during Housekeeping. Didn't see what it was.
OIL-2026-00598,Terminal Operations,Minor oil weepage noticed on valve body during Gas Releases. Cleaned and tightened.
OIL-2026-00599,Drilling Rig Delta,Fire extinguisher tag missing in teh Overpressure zone. Replaced by safety officer.
OIL-2026-00600,Maintenance Yard,Major hydrocarbon gas release during Vehicle Movement. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-00601,Drilling Rig Delta,Scaffold tag was red but workers were seen preparing for Simultaneous Operations on it. Intervened before access.
OIL-2026-00602,Drilling Rig Delta,Major hydrocarbon gas release during Dropped Objects. Cloud drifted towards hot work area. Emergency shutdown activated immediately. Lunch had just finished.
OIL-2026-00603,Refinery Unit B,"Vehicle struck a pedestrian crossing the yard during Dropped Objects. Severe trauma sustained, medevac initiated."
OIL-2026-00604,Terminal Operations,Fire extinguisher tag missing in the Hydrocarbon Leaks zone. Replaced by safety officer.
OIL-2026-00605,Maintenance Yard,"Hydraulic hose burst during Electrical Hazards, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-00606,Offshore Platform Alpha,"Hydraulic hose burst during Routine inspections, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-00607,Refinery Unit B,Trench collapsed during Process Upsets excavation. Worker ws partially buried up to teh waist. Rescue team deployed.
OIL-2026-00608,Pipeline Sector 4,Someone said the pressure was high during Vehicle Movement. Need to investigate further.
OIL-2026-00609,Refinery Unit B,Contractor dropped something during Dropped Objects. Didn't see what it was. We had a safety meeting about this just yesterday.
OIL-2026-00610,Refinery Unit B,"During routine Energy Isolation / LOTO inspection, noticed minor debris which was cleared immediately."
OIL-2026-00611,Refinery Unit B,Worker bypassed machine guard during Dropped Objects to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-00612,Offshore Platform Alpha,Small localized smoldering fire observed during Overpressure hot work. Extinguished immediately with local fire watch.
OIL-2026-00613,Terminal Operations,The gauge looked weird during Vehicle Movement. We left it alone.
OIL-2026-00614,Refinery Unit B,Worker fell 5 meters during Housekeeping because harness lanyard snapped. Rushed to medical bay with suspected fractures. It was raining heavily at the time.
OIL-2026-00615,Terminal Operations,Someone said the pressure was high during Fire. Need to investigate further. The shift was almost over.
OIL-2026-00616,Maintenance Yard,Someone said the pressure was high during Energy Isolation / LOTO. Need to investigate further.
OIL-2026-00617,Terminal Operations,Small localized smoldering fire observed during Gas Releases hot work. Extinguished immediately with local fire watch.
OIL-2026-00618,Pipeline Sector 4,Major hydrocarbon gas release during Simultaneous Operations. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-00619,Offshore Platform Alpha,The gauge looked weird during Excavation. We left it alone.
OIL-2026-00620,Offshore Platform Alpha,"Hydraulic hose burst during Dropped Objects, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-00621,Offshore Platform Alpha,Contractor reminded to use three points of contact on stairs near Chemical Exposure unit.
OIL-2026-00622,Pipeline Sector 4,"While performing Working at Height, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-00623,Drilling Rig Delta,"Worker reported feeling unwell after Chemical Exposure. Might be related, might be food poisoning."
OIL-2026-00624,Terminal Operations,Small localized smoldering fire observed during Hydrocarbon Leaks hot work. Extinguished immediately with local fire watch.
OIL-2026-00625,Drilling Rig Delta,Small localized smoldering fire observed during Lifting Operations hot work. Extinguished immediately with local fire watch.
OIL-2026-00626,Maintenance Yard,"Hydraulic hose burst during Hydrocarbon Leaks, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-00627,Drilling Rig Delta,Contractor dropped something during Chemical Exposure. Didn't see what it was.
OIL-2026-00628,Drilling Rig Delta,"During routine Dropped Objects inspection, noticed minor debris which was cleared immediately."
OIL-2026-00629,Maintenance Yard,Worker fell 5 meters during Gas Releases because harness lanyard snapped. Rushed to medical bay with suspected fractures. The contractor was late to the shift.
OIL-2026-00630,Drilling Rig Delta,"Hydraulic hose burst during Lifting Operations, spraying fluid across teh deck. Operator ws wearing face shield, no injury."
OIL-2026-00631,Terminal Operations,The gauge looked weird during Chemical Exposure. We left it alone.
OIL-2026-00632,Terminal Operations,Worker observed not wearing full PPE during Energy Isolation / LOTO in the safe zone. Reminded and complied.
OIL-2026-00633,Offshore Platform Alpha,Fire extinguisher tag missing in teh Gas Releases zone. Replaced by safety officer.
OIL-2026-00634,Pipeline Sector 4,The gauge looked weird during Lifting Operations. We left it alone.
OIL-2026-00635,Pipeline Sector 4,"Vehicle struck a pedestrian crossing the yard during Chemical Exposure. Severe trauma sustained, medevac initiated. We had a safety meeting about this just yesterday."
OIL-2026-00636,Pipeline Sector 4,Routine Electrical Hazards completed without any safety incidents.
OIL-2026-00637,Refinery Unit B,"Catastrophic failure of lifting gear during Dropped Objects. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew. It was raining heavily at the time."
OIL-2026-00638,Refinery Unit B,"Worker reported feeling unwell after Minor maintenance issues. Might be related, might be food poisoning."
OIL-2026-00639,Drilling Rig Delta,"While performing Fire, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-00640,Pipeline Sector 4,Arc flash occurred during Lifting Operations in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-00641,Drilling Rig Delta,Routine Confined Space completed without any safety incidents.
OIL-2026-00642,Terminal Operations,"Crane slewed unexpectedly during Minor maintenance issues, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-00643,Pipeline Sector 4,"Hydraulic hose burst during Routine inspections, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-00644,Maintenance Yard,Minor oil weepage noticed on valve body during Process Upsets. Cleaned and tightened.
OIL-2026-00645,Refinery Unit B,Found some fluid on the deck near Dropped Objects. Not sure if water or oil.
OIL-2026-00646,Offshore Platform Alpha,Someone said the pressure was high during Simultaneous Operations. Need to investigate further.
OIL-2026-00647,Pipeline Sector 4,Small localized smoldering fire observed during PPE observations hot work. Extinguished immediately with local fire watch.
OIL-2026-00648,Offshore Platform Alpha,Slight trip hazard identified at Minor maintenance issues location due to uneven grating. Marked with high-viz tape. I didn't have my glasses on but I saw it happen.
OIL-2026-00649,Maintenance Yard,"Catastrophic failure of lifting gear during Working at Height. 5-ton load dropped 10 meters, striking teh deck less than 2 meters from teh rigging crew."
OIL-2026-00650,Terminal Operations,Contractor dropped something during Confined Space. Didn't see what it was.
OIL-2026-00651,Terminal Operations,Worker fell 5 meters during PPE observations because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00652,Maintenance Yard,Walkway obstructed by empty pallets near Energy Isolation / LOTO area. Removed by housekeeping.
OIL-2026-00653,Terminal Operations,Worker bypassed machine guard during Fire to clear a jam. Equipment ws still energized. Intervened and applied LOTO. The supervisor ws not present.
OIL-2026-00654,Offshore Platform Alpha,Trench collapsed during Hydrocarbon Leaks excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-00655,Pipeline Sector 4,Worker fell 5 meters during Simultaneous Operations because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00656,Refinery Unit B,"Loud bang heard near Routine inspections unit, but no damage found and no one saw anything. The shift was almost over."
OIL-2026-00657,Pipeline Sector 4,Small localized smoldering fire observed during Hot Work hot work. Extinguished immediately with local fire watch. The contractor was late to the shift.
OIL-2026-00658,Drilling Rig Delta,Contractor reminded to use three points of contact on stairs near Minor maintenance issues unit. I didn't have my glasses on but I saw it happen.
OIL-2026-00659,Refinery Unit B,Contractor dropped something during Overpressure. Didn't see what it was.
OIL-2026-00660,Pipeline Sector 4,"During Dropped Objects, LEL alarms triggered at 10%. Work stopped and area ventilated. We had a safety meeting about this just yesterday."
OIL-2026-00661,Terminal Operations,Walkway obstructed by empty pallets near Routine inspections area. Removed by housekeeping.
OIL-2026-00662,Drilling Rig Delta,Minor oil weepage noticed on valve body during Lifting Operations. Cleaned and tightened.
OIL-2026-00663,Drilling Rig Delta,Scaffold tag was red but workers were seen preparing for PPE observations on it. Intervened before access.
OIL-2026-00664,Drilling Rig Delta,Found some fluid on the deck near Vehicle Movement. Not sure if water or oil.
OIL-2026-00665,Drilling Rig Delta,Found some fluid on the deck near Dropped Objects. Not sure if water or oil.
OIL-2026-00666,Drilling Rig Delta,Found some fluid on the deck near Fire. Not sure if water or oil.
OIL-2026-00667,Offshore Platform Alpha,Contractor found entering restricted PPE observations area without a valid permit. Escorted out and work stopped.
OIL-2026-00668,Refinery Unit B,Small localized smoldering fire observed during Working at Height hot work. Extinguished immediately with local fire watch. It was raining heavily at the time.
OIL-2026-00669,Terminal Operations,Worker fell 5 meters during Chemical Exposure because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00670,Maintenance Yard,Received report of incident during PPE observations. Could not verify details.
OIL-2026-00671,Refinery Unit B,Worker fell 5 meters during PPE observations because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00672,Drilling Rig Delta,"While performing Hydrocarbon Leaks, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-00673,Pipeline Sector 4,"During routine PPE observations inspection, noticed minor debris which was cleared immediately. Radio comms were a bit staticky."
OIL-2026-00674,Drilling Rig Delta,Trench collapsed during Fire excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-00675,Refinery Unit B,Arc flash occurred during Hydrocarbon Leaks in the main switchgear room. Technician suffered severe electrical burns to face and hands. The contractor was late to the shift.
OIL-2026-00676,Refinery Unit B,Small localized smoldering fire observed during Hot Work hot work. Extinguished immediately with local fire watch. Radio comms were a bit staticky.
OIL-2026-00677,Refinery Unit B,Received report of incident during Chemical Exposure. Could not verify details.
OIL-2026-00678,Maintenance Yard,Found some fluid on the deck near Gas Releases. Not sure if water or oil. Radio comms were a bit staticky.
OIL-2026-00679,Maintenance Yard,Scaffold tag was red but workers were seen preparing for Confined Space on it. Intervened before access.
OIL-2026-00680,Offshore Platform Alpha,"Loud bang heard near Housekeeping unit, but no damage found and no one saw anything."
OIL-2026-00681,Maintenance Yard,Handrail paint was peeling near the Vehicle Movement sector. Maintenance request submitted.
OIL-2026-00682,Drilling Rig Delta,"While performing PPE observations, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss. We had a safety meeting about this just yesterday."
OIL-2026-00683,Terminal Operations,"Crane slewed unexpectedly during Routine inspections, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-00684,Offshore Platform Alpha,Fire extinguisher tag missing in the Hot Work zone. Replaced by safety officer.
OIL-2026-00685,Offshore Platform Alpha,Trench collapsed during Fire excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-00686,Refinery Unit B,Handrail paint was peeling near the Vehicle Movement sector. Maintenance request submitted.
OIL-2026-00687,Drilling Rig Delta,Trench collapsed during PPE observations excavation. Worker was partially buried up to the waist. Rescue team deployed. The contractor was late to the shift.
OIL-2026-00688,Drilling Rig Delta,"Catastrophic failure of lifting gear during Overpressure. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-00689,Drilling Rig Delta,"Vehicle struck a pedestrian crossing teh yard during Confined Space. Severe trauma sustained, medevac initiated."
OIL-2026-00690,Maintenance Yard,Worker observed not wearing full PPE during Confined Space in the safe zone. Reminded and complied. Radio comms were a bit staticky.
OIL-2026-00691,Pipeline Sector 4,Arc flash occurred during Chemical Exposure in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-00692,Maintenance Yard,Worker observed not wearing full PPE during Process Upsets in the safe zone. Reminded and complied.
OIL-2026-00693,Maintenance Yard,Received report of incident during Minor maintenance issues. Could not verify details.
OIL-2026-00694,Drilling Rig Delta,Found some fluid on the deck near Hydrocarbon Leaks. Not sure if water or oil. I didn't have my glasses on but I saw it happen.
OIL-2026-00695,Maintenance Yard,Found some fluid on the deck near Dropped Objects. Not sure if water or oil.
OIL-2026-00696,Drilling Rig Delta,Routine Lifting Operations completed without any safety incidents.
OIL-2026-00697,Pipeline Sector 4,"During Working at Height, LEL alarms triggered at 10%. Work stopped and area ventilated. It was raining heavily at the time."
OIL-2026-00698,Drilling Rig Delta,Contractor found entering restricted Confined Space area without a valid permit. Escorted out and work stopped.
OIL-2026-00699,Terminal Operations,Contractor reminded to use three points of contact on stairs near Overpressure unit. Lunch had just finished.
OIL-2026-00700,Maintenance Yard,The gauge looked weird during Dropped Objects. We left it alone.
OIL-2026-00701,Offshore Platform Alpha,Worker observed not wearing full PPE during PPE observations in teh safe zone. Reminded and complied.
OIL-2026-00702,Drilling Rig Delta,"Worker reported feeling unwell after Minor maintenance issues. Might be related, might be food poisoning."
OIL-2026-00703,Terminal Operations,Contractor found entering restricted Hot Work area without a valid permit. Escorted out and work stopped.
OIL-2026-00704,Refinery Unit B,Completed daily Gas Releases checks. All parameters normal.
OIL-2026-00705,Terminal Operations,Scaffold tag was red but workers were seen preparing for Fire on it. Intervened before access.
OIL-2026-00706,Terminal Operations,The gauge looked weird during Excavation. We left it alone.
OIL-2026-00707,Terminal Operations,"Worker reported feeling unwell after Gas Releases. Might be related, might be food poisoning."
OIL-2026-00708,Terminal Operations,Minor oil weepage noticed on valve body during Hot Work. Cleaned and tightened.
OIL-2026-00709,Offshore Platform Alpha,Trench collapsed during Lifting Operations excavation. Worker was partially buried up to the waist. Rescue team deployed. The contractor was late to the shift.
OIL-2026-00710,Refinery Unit B,Trench collapsed during Working at Height excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-00711,Pipeline Sector 4,Major hydrocarbon gas release during PPE observations. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-00712,Maintenance Yard,Scaffold tag was red but workers were seen preparing for Lifting Operations on it. Intervened before access.
OIL-2026-00713,Pipeline Sector 4,"During Hydrocarbon Leaks, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-00714,Maintenance Yard,Walkway obstructed by empty pallets near Working at Height area. Removed by housekeeping.
OIL-2026-00715,Maintenance Yard,"During Housekeeping, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-00716,Pipeline Sector 4,Worker bypassed machine guard during Lifting Operations to clear a jam. Equipment ws still energized. Intervened and applied LOTO.
OIL-2026-00717,Maintenance Yard,Someone said the pressure was high during Chemical Exposure. Need to investigate further.
OIL-2026-00718,Offshore Platform Alpha,Arc flash occurred during Fire in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-00719,Terminal Operations,Received report of incident during Gas Releases. Could not verify details.
